seller_id,seller_zip_code_prefix,seller_city,seller_state,total_items_sold,unique_orders_from_items,unique_products_sold,category_diversity,total_item_sales_value,total_item_freight_value,orders_handled,unique_customers,first_order_date,last_order_date,avg_review_score,review_count,late_delivery_orders,avg_delivery_delay_days,avg_actual_delivery_days,avg_order_items,avg_order_sales_value,avg_order_freight_value,review_risk_orders,late_delivery_rate,review_risk_rate,seller_tenure_days,review_risk_flag,active_seller_flag
8cb7c5ddf41f4d506eba76e9a4702a25,75110,anapolis,GO,2,2,1,1,138.0,44.37,2,2,2018-02-07 22:52:02,2018-04-20 11:20:41,3.0,2,0,-12.0,16.0,1.0,69.0,22.185,1,0.0,0.5,71,False,True
a7a9b880c49781da66651ccf4ba9ac38,13530,itirapina,SP,4,3,4,1,307.6,65.47,3,3,2018-05-16 16:16:03,2018-07-06 11:54:40,3.6666666666666665,3,0,-12.0,9.0,1.3333333333333333,102.53333333333335,21.823333333333334,0,0.0,0.0,50,False,True
8bd0f31cf0a614c658f6763bd02dea69,1222,sao paulo,SP,35,33,10,3,4455.34,967.98,33,33,2017-01-18 10:55:55,2018-08-16 20:32:56,4.28125,32,1,-13.515151515151516,9.424242424242424,1.0606060606060606,135.01030303030302,29.332727272727272,3,0.030303030303030304,0.09090909090909091,575,False,True
05a48cc8859962767935ab9087417fbb,5372,sao paulo,SP,1,1,1,1,42.9,16.49,1,1,2018-08-02 12:05:38,2018-08-02 12:05:38,5.0,1,0,-18.0,11.0,1.0,42.9,16.49,0,0.0,0.0,0,False,True
7b8e8ec35bad4b0ef7e3963650b0a87b,88705,tubarao,SC,5,5,3,2,2244.2799999999997,372.02,5,5,2018-04-02 10:44:37,2018-07-26 14:16:04,4.8,5,1,-0.4,21.4,1.0,448.85599999999994,74.404,0,0.2,0.0,115,False,True
1444c08e64d55fb3c25f0f09c07ffcf2,42738,lauro de freitas,BA,1,1,1,1,2749.0,69.74,1,1,2018-04-28 12:23:26,2018-04-28 12:23:26,1.0,1,0,-22.0,10.0,1.0,2749.0,69.74,1,0.0,1.0,0,True,True
166e8f1381e09651983c38b1f6f91c11,88780,imbituba,SC,2,2,1,0,78.8,30.2,2,2,2017-07-25 01:53:48,2017-08-21 00:27:44,5.0,2,0,-8.5,14.0,1.0,39.4,15.1,0,0.0,0.0,26,False,True
e38db885400cd35c71dfd162f2c1dbcf,70740,brasilia,DF,32,30,17,1,2066.8,670.75,30,30,2017-08-20 19:32:32,2018-08-15 14:11:19,4.466666666666667,30,3,-12.333333333333334,12.4,1.0666666666666667,68.89333333333335,22.358333333333334,2,0.1,0.06666666666666667,359,False,True
d2e753bb80b7d4faa77483ed00edc8ca,45810,porto seguro,BA,15,14,9,2,1320.7,454.24,14,14,2017-10-06 16:05:51,2018-05-18 00:35:08,3.7142857142857144,14,1,-15.428571428571429,12.5,1.0714285714285714,94.33571428571429,32.44571428571429,1,0.07142857142857142,0.07142857142857142,223,False,True
f9ec7093df3a7b346b7bcf7864069ca3,5138,sao paulo,SP,9,9,9,5,519.2,118.93,9,9,2018-07-05 06:46:44,2018-08-26 20:08:21,4.777777777777778,9,0,-7.666666666666667,5.888888888888889,1.0,57.6888888888889,13.214444444444446,0,0.0,0.0,52,False,True
4e6015589b781adaa5ce7f1892d06bb1,11440,guaruja,SP,3,3,1,1,684.0,56.5,3,3,2017-10-12 19:42:09,2018-01-24 11:06:18,3.6666666666666665,3,0,-12.666666666666666,5.333333333333333,1.0,228.0,18.833333333333332,0,0.0,0.0,103,False,True
4cf490a58259286ada5ba8525ba9e84a,14910,tabatinga,SP,8,8,6,1,1254.2,155.19,8,8,2017-03-14 13:06:10,2017-11-23 12:17:53,3.125,8,0,-17.857142857142858,24.285714285714285,1.0,156.775,19.39875,3,0.0,0.375,253,False,True
f7496d659ca9fdaf323c0aae84176632,4156,sao paulo,SP,27,26,16,2,5087.57,844.9399999999999,26,26,2016-10-08 10:55:44,2018-08-16 11:34:12,4.576923076923077,26,1,-21.08,11.96,1.0384615384615385,195.67576923076922,32.497692307692304,2,0.038461538461538464,0.07692307692307693,677,False,True
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,96,89,45,14,4476.9,1389.13,89,89,2018-02-16 17:17:41,2018-08-25 14:09:50,4.52808988764045,89,3,-9.574712643678161,8.517241379310345,1.0786516853932584,50.30224719101123,15.608202247191013,3,0.033707865168539325,0.033707865168539325,189,False,True
8bd0e3abda539b9479c4b44a691be1ec,98910,tres de maio,RS,13,7,7,1,596.55,248.79000000000002,7,7,2017-05-29 19:02:29,2018-01-06 23:02:42,2.2857142857142856,7,2,-9.833333333333334,23.166666666666668,1.8571428571428572,85.22142857142856,35.541428571428575,4,0.2857142857142857,0.5714285714285714,222,False,True
2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,MG,55,52,34,12,2843.0,788.4,52,52,2017-01-14 01:16:14,2018-08-02 15:57:13,3.1176470588235294,51,13,0.9791666666666666,26.875,1.0576923076923077,54.67307692307692,15.161538461538461,19,0.25,0.36538461538461536,565,False,True
2078fe5066350e7d220c0ad3a3bbc6c1,86707,arapongas,PR,1,1,1,1,29.9,38.14,1,1,2018-03-28 15:49:07,2018-03-28 15:49:07,2.0,1,0,,,1.0,29.9,38.14,1,0.0,1.0,0,True,True
116ccb1a1604bc88e4d234a8c23f33de,9850,sao bernardo do campo,SP,73,61,27,5,2004.89,943.4399999999999,61,61,2017-11-09 12:05:32,2018-08-21 21:49:19,4.639344262295082,61,2,-10.262295081967213,8.59016393442623,1.1967213114754098,32.86704918032787,15.46622950819672,2,0.03278688524590164,0.03278688524590164,285,False,True
430315b7bb4b6e4b3c978f9dfa9b0558,4857,sao paulo,SP,21,20,14,9,3118.4,586.23,20,20,2018-01-09 23:49:14,2018-08-06 10:23:00,3.9473684210526314,19,1,-14.421052631578947,13.210526315789474,1.05,155.92000000000002,29.311500000000002,4,0.05,0.2,208,False,True
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,47,45,19,2,3648.08,948.26,45,45,2017-10-30 16:01:24,2018-08-23 00:07:26,4.295454545454546,44,5,-10.886363636363637,12.909090909090908,1.0444444444444445,81.06844444444444,21.072444444444443,4,0.1111111111111111,0.08888888888888889,296,False,True
4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,PR,6,6,6,2,1304.67,189.36,6,6,2017-05-21 11:56:58,2017-11-14 16:47:06,3.5,6,0,-16.75,12.0,1.0,217.44500000000002,31.560000000000002,2,0.0,0.3333333333333333,177,False,True
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,4,4,4,1,60.05,29.56,4,4,2018-06-05 19:53:27,2018-07-08 19:59:16,3.5,4,0,-8.333333333333334,5.0,1.0,15.0125,7.39,1,0.0,0.25,33,False,True
d52cbce9845184537284a23c3bc3da0e,88495,garopaba,SC,4,2,3,1,75.0,63.78,2,2,2018-02-02 00:54:15,2018-03-02 10:30:09,5.0,2,0,-21.5,10.0,2.0,37.5,31.89,0,0.0,0.0,28,False,True
d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP,59,54,35,5,1425.2,732.14,54,54,2018-02-22 15:13:31,2018-08-28 09:18:17,4.518518518518518,54,3,-10.320754716981131,7.09433962264151,1.0925925925925926,26.392592592592592,13.558148148148147,4,0.05555555555555555,0.07407407407407407,186,False,True
9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,MG,12,10,2,2,871.8,249.22,10,10,2017-08-22 20:06:39,2018-08-06 01:16:56,4.3,10,0,-18.2,7.1,1.2,87.17999999999999,24.922,1,0.0,0.1,348,False,True
1f9ab4708f3056ede07124aad39a2554,17602,tupa,SP,79,78,5,1,13602.73,2440.78,78,78,2017-01-27 18:00:27,2018-06-02 11:14:30,4.077922077922078,77,4,-13.407894736842104,14.0,1.0128205128205128,174.39397435897436,31.292051282051286,6,0.05128205128205128,0.07692307692307693,490,False,True
1961c3e1272bfeceb05d0b78b5bbfdaf,7241,guarulhos,SP,4,3,2,1,896.0,49.43,3,3,2018-07-28 23:32:46,2018-08-18 22:35:15,3.3333333333333335,3,0,-7.5,6.0,1.3333333333333333,298.6666666666667,16.476666666666667,1,0.0,0.3333333333333333,20,False,True
d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,PR,1,1,1,1,161.0,40.34,1,1,2018-07-22 11:50:22,2018-07-22 11:50:22,5.0,1,0,-24.0,13.0,1.0,161.0,40.34,0,0.0,0.0,0,False,True
ec2e006556300a79a5a91e4876ab3a56,3445,sao paulo,SP,8,4,2,2,125.2,66.04,4,4,2018-02-02 14:26:45,2018-08-15 14:02:53,1.25,4,1,1.0,13.0,2.0,31.3,16.51,4,0.25,1.0,193,True,True
b2a6d334e2833acea353624840e25a0e,4133,sao paulo,SP,26,25,6,4,1650.98,387.61,25,25,2017-08-05 18:56:35,2018-06-05 01:26:41,4.48,25,0,-17.0,10.44,1.04,66.0392,15.5044,2,0.0,0.08,303,False,True
d3674f271c91f824f82d24d92011f669,72233,brasilia,DF,20,20,6,2,1718.3,383.52,20,20,2017-07-07 13:26:33,2018-08-12 20:53:01,4.1,20,2,-11.4,13.35,1.0,85.91499999999999,19.176,3,0.1,0.15,401,False,True
768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF,14,14,2,2,475.59999999999997,237.93,14,14,2017-08-08 21:31:55,2018-05-18 10:33:52,4.428571428571429,14,0,-12.461538461538462,14.384615384615385,1.0,33.97142857142857,16.995,1,0.0,0.07142857142857142,282,False,True
a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,SC,2,2,1,1,321.8,32.98,2,2,2017-10-11 10:15:04,2017-10-13 14:29:05,5.0,2,0,-17.0,6.5,1.0,160.9,16.49,0,0.0,0.0,2,False,True
5c030029b5916fed0986310385ec9009,88075,sao jose,SC,10,7,6,1,4164.4,915.5,7,7,2018-06-13 11:43:43,2018-08-20 14:44:08,4.857142857142857,7,0,-19.428571428571427,5.714285714285714,1.4285714285714286,594.9142857142857,130.78571428571428,0,0.0,0.0,68,False,True
c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,SP,6,6,5,0,249.39999999999998,87.35,6,6,2017-11-10 13:49:38,2017-12-13 17:14:37,3.6,5,0,-13.166666666666666,12.833333333333334,1.0,41.56666666666666,14.558333333333332,1,0.0,0.16666666666666666,33,False,True
c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,RS,2,2,1,1,175.98,36.59,2,2,2017-01-23 07:23:50,2017-02-06 14:54:29,5.0,2,0,-33.5,9.5,1.0,87.99,18.295,0,0.0,0.0,14,False,True
8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG,109,99,54,12,22873.21,2078.06,99,98,2017-03-13 23:13:57,2018-07-05 17:01:31,3.2626262626262625,99,6,-22.554347826086957,20.565217391304348,1.101010101010101,231.04252525252525,20.99050505050505,35,0.06060606060606061,0.35353535353535354,478,False,True
28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,MG,1,1,1,1,29.9,17.14,1,1,2018-08-13 15:55:29,2018-08-13 15:55:29,5.0,1,0,-10.0,11.0,1.0,29.9,17.14,0,0.0,0.0,0,False,True
41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG,13,12,9,7,2571.95,302.27,12,12,2017-10-05 23:06:13,2018-07-12 09:28:43,4.25,12,0,-23.083333333333332,15.916666666666666,1.0833333333333333,214.32916666666665,25.189166666666665,2,0.0,0.16666666666666666,279,False,True
8759e7aedd644f487315e5860962f162,9251,santo andre,SP,3,3,1,1,627.0,166.34,3,3,2017-11-28 14:16:21,2017-12-27 17:50:31,3.6666666666666665,3,1,4.666666666666667,32.666666666666664,1.0,209.0,55.446666666666665,1,0.3333333333333333,0.3333333333333333,29,False,True
e546117ed9cafbc40239c0c78635c584,4705,sao paulo,SP,2,2,1,1,456.0,28.34,2,2,2018-04-23 17:07:27,2018-08-23 19:02:12,4.5,2,0,-10.0,6.0,1.0,228.0,14.17,0,0.0,0.0,122,False,True
d71d863e5ef30d94e440c11be17dcd8f,6144,osasco,SP,36,29,7,5,11900.9,754.75,29,29,2017-10-15 20:06:58,2018-05-19 19:12:08,2.9615384615384617,26,3,-9.91304347826087,18.869565217391305,1.2413793103448276,410.3758620689655,26.025862068965516,12,0.10344827586206896,0.41379310344827586,215,False,True
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,73,61,29,1,2989.2999999999997,874.21,61,61,2017-07-11 23:14:57,2018-07-28 10:25:00,4.147540983606557,61,3,-10.131147540983607,10.37704918032787,1.1967213114754098,49.00491803278688,14.331311475409837,9,0.04918032786885246,0.14754098360655737,381,False,True
ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC,44,43,8,2,4642.59,914.65,43,43,2017-11-27 20:25:14,2018-08-12 18:43:51,3.627906976744186,43,9,-8.465116279069768,16.53488372093023,1.0232558139534884,107.96720930232559,21.27093023255814,11,0.20930232558139536,0.2558139534883721,257,False,True
41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP,5,5,2,1,423.6,68.31,5,5,2018-04-03 16:31:37,2018-06-14 20:24:49,5.0,5,0,-19.6,9.6,1.0,84.72,13.662,0,0.0,0.0,72,False,True
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,15,14,10,2,346.59999999999997,208.89,14,14,2016-10-06 13:39:20,2017-06-25 17:54:26,3.357142857142857,14,1,-15.583333333333334,13.666666666666666,1.0714285714285714,24.757142857142856,14.920714285714284,5,0.07142857142857142,0.35714285714285715,262,False,True
7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,SC,5,5,1,1,257.25,194.13,5,5,2018-05-06 20:37:58,2018-08-01 19:42:37,4.4,5,0,-17.8,8.4,1.0,51.45,38.826,0,0.0,0.0,86,False,True
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ,14,14,7,1,745.0,226.01,14,14,2017-06-07 16:38:50,2018-08-06 14:31:24,4.0,13,1,-10.214285714285714,13.857142857142858,1.0,53.214285714285715,16.143571428571427,2,0.07142857142857142,0.14285714285714285,424,False,True
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,2,2,2,2,376.8,37.989999999999995,2,2,2016-10-04 14:51:15,2016-10-06 16:17:56,1.0,2,0,-26.0,34.0,1.0,188.4,18.994999999999997,2,0.0,1.0,2,True,True
13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR,9,8,7,1,498.61,154.68,8,8,2018-01-03 20:20:26,2018-08-02 12:06:05,4.375,8,0,-10.0,10.375,1.125,62.32625,19.335,1,0.0,0.125,210,False,True
cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,SP,2,2,1,1,351.8,70.44999999999999,2,2,2017-02-10 21:37:36,2017-02-12 00:02:36,2.5,2,0,-18.0,20.0,1.0,175.9,35.224999999999994,1,0.0,0.5,1,False,True
02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP,24,21,17,3,5264.19,478.21,21,21,2017-06-18 18:04:34,2018-08-21 20:13:02,4.619047619047619,21,0,-14.952380952380953,10.619047619047619,1.1428571428571428,250.67571428571432,22.771904761904764,1,0.0,0.047619047619047616,429,False,True
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,45,42,13,1,1971.55,857.11,42,41,2018-02-27 15:10:06,2018-08-26 19:04:05,4.238095238095238,42,2,-11.761904761904763,8.738095238095237,1.0714285714285714,46.94166666666666,20.407380952380954,4,0.047619047619047616,0.09523809523809523,180,False,True
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP,22,22,4,2,3013.78,406.67,22,21,2018-07-02 19:54:04,2018-08-22 21:06:11,3.772727272727273,22,1,-6.5,6.318181818181818,1.0,136.99,18.485,4,0.045454545454545456,0.18181818181818182,51,False,True
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP,45,44,15,3,3353.48,798.04,44,44,2017-08-31 13:43:07,2018-08-11 14:31:30,3.7045454545454546,44,4,-10.428571428571429,13.19047619047619,1.0227272727272727,76.21545454545455,18.137272727272727,10,0.09090909090909091,0.22727272727272727,345,False,True
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,4,3,4,2,159.6,60.96,3,3,2017-02-14 13:18:53,2017-04-20 14:30:07,4.333333333333333,3,0,-18.333333333333332,9.666666666666666,1.3333333333333333,53.199999999999996,20.32,0,0.0,0.0,65,False,True
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,39,34,13,2,4449.0,632.31,34,34,2017-08-18 16:54:56,2018-08-23 12:56:27,4.323529411764706,34,0,-16.029411764705884,7.176470588235294,1.1470588235294117,130.85294117647058,18.597352941176467,3,0.0,0.08823529411764706,369,False,True
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,181,162,113,2,25670.72,2999.8,162,161,2017-01-26 16:48:24,2018-08-21 21:43:35,4.154320987654321,162,17,-10.248407643312103,12.044585987261147,1.117283950617284,158.46123456790124,18.517283950617283,25,0.10493827160493827,0.15432098765432098,572,False,True
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,340,336,186,8,176431.87,6322.18,336,336,2016-10-08 01:28:14,2018-07-13 21:30:54,4.214925373134329,335,15,-12.206896551724139,10.81191222570533,1.0119047619047619,525.0948511904762,18.816011904761904,40,0.044642857142857144,0.11904761904761904,643,False,True
5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,1,1,1,1,35.0,10.96,1,1,2016-10-08 12:13:38,2016-10-08 12:13:38,1.0,1,0,,,1.0,35.0,10.96,1,0.0,1.0,0,True,True
f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP,2,2,2,1,289.8,37.3,2,2,2018-08-08 18:22:24,2018-08-20 09:32:27,5.0,2,0,-7.5,7.0,1.0,144.9,18.65,0,0.0,0.0,11,False,True
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,340,324,116,4,9771.43,5197.0,324,323,2017-01-23 07:03:04,2018-08-21 13:16:24,3.931464174454829,321,25,-11.091772151898734,12.91139240506329,1.0493827160493827,30.158734567901234,16.040123456790123,55,0.07716049382716049,0.1697530864197531,575,False,True
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,4,4,1,1,1011.52,74.31,4,4,2018-07-22 23:58:52,2018-08-02 22:48:54,4.5,4,1,-6.5,9.0,1.0,252.88,18.5775,0,0.25,0.0,10,False,True
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,361,338,88,13,34725.43,6855.65,338,336,2017-03-09 11:09:46,2018-08-21 14:20:40,4.420118343195266,338,14,-12.537313432835822,10.794029850746268,1.0680473372781065,102.73795857988166,20.28298816568047,23,0.04142011834319527,0.06804733727810651,530,False,True
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,9,8,4,4,1256.0,140.94,8,8,2018-02-17 02:10:19,2018-08-17 13:48:52,4.75,8,0,-10.5,9.5,1.125,157.0,17.6175,0,0.0,0.0,181,False,True
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,2,2,1,1,84.0,21.64,2,2,2018-06-10 22:28:53,2018-08-17 17:59:38,4.5,2,0,-5.0,5.0,1.0,42.0,10.82,0,0.0,0.0,67,False,True
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,131,103,38,3,4752.51,2239.71,103,101,2018-01-12 18:17:53,2018-08-20 17:06:38,3.4215686274509802,102,12,-8.227722772277227,14.94059405940594,1.2718446601941749,46.14087378640777,21.744757281553397,32,0.11650485436893204,0.3106796116504854,219,False,True
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,145,134,76,8,7094.09,2071.21,134,133,2017-01-19 13:06:45,2018-08-27 16:57:10,4.225563909774436,133,4,-11.992481203007518,7.902255639097745,1.0820895522388059,52.94097014925373,15.45679104477612,15,0.029850746268656716,0.11194029850746269,585,False,True
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,3,2,1,1,1692.0,505.6,2,2,2017-10-28 16:27:50,2017-10-28 20:52:15,3.5,2,0,-15.5,12.5,1.5,846.0,252.8,0,0.0,0.0,0,False,True
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,1,1,1,1,152.42,48.12,1,1,2018-06-24 21:10:34,2018-06-24 21:10:34,5.0,1,0,-29.0,9.0,1.0,152.42,48.12,0,0.0,0.0,0,False,True
3296662b1331dea51e744505065ae889,15805,catanduva,SP,1,1,1,1,517.8,27.71,1,1,2018-08-27 12:41:49,2018-08-27 12:41:49,5.0,1,0,-11.0,3.0,1.0,517.8,27.71,0,0.0,0.0,0,False,True
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,30,21,13,4,1804.01,378.71,21,21,2018-04-09 18:48:29,2018-08-22 01:27:49,4.105263157894737,19,2,-6.666666666666667,9.476190476190476,1.4285714285714286,85.90523809523809,18.033809523809524,3,0.09523809523809523,0.14285714285714285,134,False,True
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,17,17,7,2,11702.1,326.69,17,17,2017-09-02 21:01:18,2018-06-22 22:17:39,4.294117647058823,17,1,-9.0,11.705882352941176,1.0,688.3588235294118,19.217058823529413,2,0.058823529411764705,0.11764705882352941,293,False,True
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,89,82,31,4,9177.9,2875.98,82,82,2017-02-04 20:09:10,2018-07-12 16:53:30,4.160493827160494,81,3,-13.296296296296296,11.567901234567902,1.0853658536585367,111.92560975609756,35.07292682926829,15,0.036585365853658534,0.18292682926829268,522,False,True
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,42,40,20,2,2148.49,846.93,40,40,2016-10-06 14:59:56,2018-08-08 09:00:50,4.0,40,2,-14.675,12.375,1.05,53.71225,21.17325,8,0.05,0.2,670,False,True
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,60,60,30,2,19242.9,910.14,60,59,2017-12-03 19:47:05,2018-08-13 22:51:49,4.2,60,3,-11.631578947368421,9.31578947368421,1.0,320.71500000000003,15.169,7,0.05,0.11666666666666667,253,False,True
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,186,162,16,3,13248.87,3372.59,162,162,2017-01-20 14:30:03,2018-08-08 12:55:10,4.24223602484472,161,7,-13.919254658385093,11.714285714285714,1.1481481481481481,81.78314814814816,20.81845679012346,20,0.043209876543209874,0.12345679012345678,564,False,True
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,15,13,4,1,2470.9,229.01999999999998,13,13,2017-09-22 11:58:32,2018-08-27 23:12:55,4.615384615384615,13,0,-12.923076923076923,7.846153846153846,1.1538461538461537,190.06923076923078,17.616923076923076,0,0.0,0.0,339,False,True
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,1,1,1,1,119.9,13.94,1,1,2018-07-05 16:36:38,2018-07-05 16:36:38,5.0,1,0,-11.0,1.0,1.0,119.9,13.94,0,0.0,0.0,0,False,True
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,50,50,37,2,17159.0,999.23,50,50,2017-08-31 17:25:03,2018-08-05 14:52:28,3.9183673469387754,49,8,-9.346938775510203,13.877551020408163,1.0,343.18,19.9846,9,0.16,0.18,338,False,True
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,10,10,8,3,2943.51,239.92,10,10,2018-05-29 21:30:08,2018-08-15 23:20:59,3.9,10,0,-18.77777777777778,11.333333333333334,1.0,294.351,23.991999999999997,2,0.0,0.2,78,False,True
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,1,1,1,1,99.9,16.14,1,1,2017-07-23 10:07:01,2017-07-23 10:07:01,5.0,1,0,-3.0,22.0,1.0,99.9,16.14,0,0.0,0.0,0,False,True
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,1,1,1,1,189.9,14.91,1,1,2018-07-19 14:00:02,2018-07-19 14:00:02,5.0,1,0,-11.0,7.0,1.0,189.9,14.91,0,0.0,0.0,0,False,True
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,17,17,5,1,399.0,264.72,17,17,2017-02-05 13:58:46,2017-07-30 10:07:29,3.176470588235294,17,1,-11.058823529411764,12.764705882352942,1.0,23.470588235294116,15.571764705882355,5,0.058823529411764705,0.29411764705882354,174,False,True
