seller_id,seller_state,seller_city,total_items_sold,total_item_sales_value,orders_handled,avg_review_score,review_count,late_delivery_rate,avg_delivery_delay_days,review_risk_rate,review_risk_flag,has_reviews,has_delivered_orders,seller_tenure_days,category_diversity,value_tier,quality_issue_rate,quality_issues,quality_eval_deliveries,has_quality_data
392f7f2c797e4dc077e4311bde2ab8ce,RN,rio de janeiro,2,52.0,2,5.0,2,0.0,-8.0,0.0,False,True,True,0,1,Lower-value,,,,False
0c8380b62e38e8a1e6adbeba7eb9688c,MG,tres coracoes,220,17348.79,182,4.038888888888889,180,0.0494505494505494,-11.85,0.1428571428571428,False,True,True,685,3,High-value,1.098901098901099,2.0,182.0,True
37be5a7c751166fbc5f8ccba4119e043,SP,sao paulo,281,55350.55,272,4.313432835820896,268,0.025735294117647,-13.479553903345725,0.0919117647058823,False,True,True,383,2,High-value,4.044117647058823,11.0,272.0,True
87d73636a3acf123e842bb890a4db036,SP,nhandeara,1,269.9,1,5.0,1,0.0,-3.0,0.0,False,True,True,0,1,Lower-value,,,,False
3d3ccf2b2f8134b10dce9dd446f0e075,SP,ibitinga,3,608.6,3,3.333333333333333,3,0.3333333333333333,-4.666666666666667,0.3333333333333333,False,True,True,50,1,Lower-value,,,,False
e24d3429d294b2eb200b064ebb035879,SP,sao paulo,22,1878.58,19,4.2631578947368425,19,0.0526315789473684,-10.947368421052632,0.1052631578947368,False,True,True,61,1,Lower-value,,,,False
44073f8b7e41514de3b7815dd0237f4f,DF,brasilia,153,18729.64,144,3.755244755244755,143,0.0347222222222222,-15.985915492957746,0.2013888888888889,False,True,True,531,14,High-value,4.861111111111112,7.0,144.0,True
05ca864204d09595ae591b93ea9cf93d,SP,barueri,1,179.9,1,5.0,1,0.0,0.0,0.0,False,True,True,0,1,Lower-value,,,,False
9d39404483343dd55c7ae254494d8388,SP,sao paulo,10,293.2,10,3.5,10,0.1,-11.6,0.3,False,True,True,149,1,Lower-value,,,,False
f9eda05b67bef472deaddbba84aca289,SC,orleans,1,185.0,1,1.0,1,0.0,,1.0,True,True,False,0,1,Lower-value,,,,False
75745ef7bc7d4f3ea3380f6f5303f514,DF,brasilia,3,228.4,3,5.0,3,0.0,-21.33333333333333,0.0,False,True,True,36,2,Lower-value,,,,False
0692610d8abe24f287e9fae90ea0bbee,SP,sao paulo,4,173.99,4,4.0,4,0.25,-6.25,0.0,False,True,True,81,2,Lower-value,,,,False
7b07b3c7487f0ea825fc6df75abd658b,SP,sao paulo,98,9731.85,93,4.354838709677419,93,0.043010752688172,-10.989010989010987,0.1182795698924731,False,True,True,575,2,High-value,,,,False
99002261c568a84cce14d43fcffb43ea,MT,cuiaba,36,4088.0,36,3.7222222222222223,36,0.0555555555555555,-12.25,0.1666666666666666,False,True,True,298,2,High-value,,,,False
e5899683388855d3dabe8913bbe365de,SP,sao carlos,3,452.88,3,4.0,3,0.0,-20.0,0.0,False,True,True,51,1,Lower-value,,,,False
784ba75dd9d20200c4caed3d7a77141a,SP,sao paulo,24,8295.13,21,3.809523809523809,21,0.0952380952380952,-9.210526315789474,0.238095238095238,False,True,True,301,3,High-value,,,,False
099095b050cfe8eb1ddff5317587e96e,SP,sao paulo,20,5193.83,17,3.235294117647059,17,0.1764705882352941,-9.75,0.4117647058823529,False,True,True,240,8,High-value,,,,False
0ad80de75c811326389cfb1daba7d45e,RJ,rio de janeiro,6,1449.4,6,5.0,5,0.0,-12.5,0.0,False,True,True,78,1,Lower-value,,,,False
b9a03475e6447e631b6799ec8274800f,PR,formosa do oeste,11,1349.1,10,4.2,10,0.0,-21.3,0.1,False,True,True,264,3,Lower-value,,,,False
ba6b4a237f92479743cf0ca06b67a9ac,RJ,rio de janeiro,8,801.89,8,4.25,8,0.125,-5.25,0.125,False,True,True,198,5,Lower-value,,,,False
ea00f977a203ff88adf7057cb7806998,SP,santos,19,389.72,19,4.105263157894737,19,0.0526315789473684,-6.277777777777778,0.1052631578947368,False,True,True,49,1,Lower-value,,,,False
82e0a475a88cc9595229d8029273f045,SP,sao paulo,80,10930.02,42,3.642857142857143,42,0.0952380952380952,-8.24390243902439,0.2857142857142857,False,True,True,329,1,High-value,,,,False
ad75519a07f039025e83795a4418470f,GO,santa terezinha de goias,9,302.1,3,3.6666666666666665,3,0.0,-18.33333333333333,0.3333333333333333,False,True,True,201,1,Lower-value,,,,False
34aefe746cd81b7f3b23253ea28bef39,PR,curitiba,1,8.0,1,1.0,1,0.0,,1.0,True,True,False,0,1,Lower-value,,,,False
ed4acab38528488b65a9a9c603ff024a,SP,sao paulo,40,12759.45,32,3.71875,32,0.0,-12.806451612903226,0.21875,False,True,True,490,4,High-value,,,,False
f0837c8d71434931d9e38e7b79234797,RS,arvorezinha,23,3446.9,22,4.590909090909091,22,0.0454545454545454,-19.954545454545453,0.0,False,True,True,269,1,High-value,,,,False
fce62094ffe6a4009188ec44e681dfdd,SP,sao paulo,11,2969.7,4,4.0,4,0.25,-38.0,0.25,False,True,True,387,3,Lower-value,,,,False
ebef8d8c92b4fd3226e5d407bbff21ac,SP,ribeirao preto,3,253.7,3,2.6666666666666665,3,0.3333333333333333,12.666666666666666,0.3333333333333333,False,True,True,43,2,Lower-value,,,,False
d73cbd89533ce8b041a9190241453ac8,MG,guiricema,4,368.6,4,3.5,4,0.0,-13.0,0.25,False,True,True,130,1,Lower-value,,,,False
75a4764c108403a7a0575140cb22287c,RS,caxias do sul,9,716.9,5,4.6,5,0.0,-19.8,0.0,False,True,True,119,2,Lower-value,,,,False
70c0fda4c313d87115644d39e62eec60,PE,caruaru,1,25.99,1,5.0,1,0.0,-14.0,0.0,False,True,True,0,1,Lower-value,,,,False
ffcfefa19b08742c5d315f2791395ee5,PR,curitiba,1,69.9,1,1.0,1,0.0,,1.0,True,True,False,0,1,Lower-value,,,,False
26e13b6ff5b641b329e5524241ee2c93,SP,franca,4,119.7,4,4.0,4,0.0,-10.25,0.25,False,True,True,21,2,Lower-value,,,,False
0ade5cc4a305ed7093a23f68ca47519c,PR,curitiba,2,158.88,2,5.0,2,0.0,-21.0,0.0,False,True,True,58,1,Lower-value,,,,False
fc59392d66ef99377e50356ee4f3b4e1,BA,salvador,5,519.99,5,3.6,5,0.0,-14.4,0.4,False,True,True,84,3,Lower-value,,,,False
b18dc380845b24038cfc48006478f099,SP,diadema,54,8353.3,44,4.1395348837209305,43,0.1136363636363636,-11.255813953488373,0.1136363636363636,False,True,True,301,2,High-value,,,,False
f22a247b79dd22ecd91dc8e3b2a1b07c,SP,itaquaquecetuba,8,439.94,8,4.0,8,0.25,1.625,0.125,False,True,True,113,1,Lower-value,,,,False
889009a0ed0bb52c87819941192931b8,SP,lencois paulista,1,89.9,1,4.0,1,0.0,-24.0,0.0,False,True,True,0,1,Lower-value,,,,False
ffc470761de7d0232558ba5e786e57b7,SP,guarulhos,31,1649.01,28,4.444444444444445,27,0.0357142857142857,-11.814814814814817,0.0357142857142857,False,True,True,178,8,Lower-value,,,,False
4c498c7345e89aebad651544829beca0,SP,carapicuiba,48,4819.76,48,4.291666666666667,48,0.1041666666666666,-9.191489361702128,0.0833333333333333,False,True,True,256,2,High-value,,,,False
01bcc9d254a0143f0ce9791b960b2a47,GO,uruacu,11,1521.21,11,4.4,10,0.0,-18.3,0.0,False,True,True,173,1,Lower-value,,,,False
f021c962aaba8ef6eb527a9c2c8394d1,SC,itajai,5,4398.5,5,4.2,5,0.0,-16.4,0.2,False,True,True,81,1,High-value,,,,False
